date,ndvi_sg_scaled,T2M,PPT,RAD,RH
2020-09-12,0.3224831308537899,25.66,19.38,19.02,87.17
2020-09-17,0.31681785881098506,26.35,14.97,17,83.22
2020-09-22,0.30584401427966895,24.63,68.74,11.17,92.25
2020-09-27,0.2915505670487591,24.6,2.24,18.39,83.63
2020-10-02,0.2775981948987419,23.38,11.4,17.74,79.55
2020-10-07,0.26680584353595294,24.46,51.9,11.95,90
2020-10-12,0.2600274559619253,24.4,4.5200000000000005,16.85,89.03
2020-10-17,0.25547957691633394,24.46,4.76,17.34,84.71
2020-10-22,0.2506951261795358,23.1,0,18.22,67.96
2020-10-27,0.2442994931250918,21.87,0,17.08,69.74
2020-11-01,0.2366254172732868,19.22,0,18.35,62.51
2020-11-06,0.22840419381092583,16.68,0,17.2,62.19
2020-11-11,0.22016663175763543,20.95,0.09,17.09,82.38
2020-11-16,0.21193755832112304,21.19,10.74,16,80.74
2020-11-21,0.2038780600900905,17.31,0.1,17.3,59.2
2020-11-26,0.19620447604414007,18.49,5.14,16.08,74.79
2020-12-01,0.18913696076203884,19.02,0,16.4,46.22
2020-12-06,0.18282190176190732,19.4,0,16.11,50.83
2020-12-11,0.17728234175895718,18.98,3.31,7.73,74.02
2020-12-16,0.17244197691578703,15.2,0.07,15.4,63.19
2020-12-21,0.1681582737793615,15.4,0,16.94,49.51
2020-12-26,0.1642629239064976,16.31,0,14.8,56.22
2020-12-31,0.16061153836436837,16.67,0,11.67,54.68
2021-01-05,0.157153735157732,21.7,0.02,12.31,57.99
2021-01-10,0.15389417280256318,17.19,0,17.73,43.88
2021-01-15,0.1509467713359498,18.48,0,16.34,41.62
2021-01-20,0.14842530920512675,18.64,0,17.58,28.82
2021-01-25,0.1463497137471835,17.95,3.63,12.53,39.81
2021-01-30,0.1445052318753159,15.97,0,20.28,23.22
2021-02-04,0.14261983426370264,17.86,0,20.87,22.66
2021-02-09,0.14057497437254732,22.05,0.02,17.96,28.4
2021-02-14,0.1387110674538378,19.97,19.3,13.29,57.69
2021-02-19,0.13759471854348757,22.9,0.19,22.55,29.61
2021-02-24,0.13767613041167182,25.19,0,22.75,25.66
2021-03-01,0.13875639903255865,24.45,0,23.42,17.7
2021-03-06,0.1401361372586212,25.99,0,22.48,18.76
2021-03-11,0.14093268654730629,25.49,8.26,18.92,36.19
2021-03-16,0.14080591408795054,27.13,0.66,18.85,30.41
2021-03-21,0.14010859475003556,28.35,0.18000000000000002,20.89,26.39
2021-03-26,0.13972211384464958,29.24,0,25.11,15.15
2021-03-31,0.14017642934364505,29.03,0,25.51,11.81
2021-04-05,0.14118267838003148,31.03,0.37,21.16,17.01
2021-04-10,0.1418437176437979,30.79,1.89,21.02,19.58
2021-04-15,0.1416160840291003,30.61,0.06,22.21,20.45
2021-04-20,0.14032581128698254,29.95,0.75,24.49,23.55
2021-04-25,0.13846803720691542,32.51,0,25.62,9.26
2021-04-30,0.1371510087226202,31.77,3.07,21.35,28.64
2021-05-05,0.13745091682887178,31,34.269999999999996,21.22,44.71
2021-05-10,0.13988417855303914,29.88,5.72,23.99,46.61
2021-05-15,0.14449848974701887,28.4,49.57,19.92,72.42
2021-05-20,0.15168982721445878,29.27,0.12000000000000001,22.33,47.15
2021-05-25,0.16235096575414437,29.23,0.5900000000000001,24.92,48.23
2021-05-30,0.1763505394157783,31.72,0.09,13.88,49.29
2021-06-04,0.19352227104990732,28.76,61.629999999999995,20.43,65.18
2021-06-09,0.2138661606565302,27.31,54.01,18.38,78.1
2021-06-14,0.2373822082356488,26.22,29.73,17,79.79
